"t","SystemCodeNumber","occ_max","occ_min","avg_occ","cap","price","time","diff"
"2016-10-14T00:00:00.000000000","Others-CCCPS135a","3222","1061","2728.9444444444443","3883","12.811171202106046","1752072815186","1"
"2016-10-12T00:00:00.000000000","BHMMBMMBX01","642","314","538.1111111111111","687","13.133106906032669","1752072815186","1"
"2016-10-12T00:00:00.000000000","BHMNCPHST01","790","243","638.7777777777778","1200","12.12925925925926","1752072815186","1"
"2016-10-15T00:00:00.000000000","Shopping","1240","556","1064.3333333333333","1920","12.21736111111111","1752072815186","1"
"2016-10-16T00:00:00.000000000","BHMNCPNST01","399","251","333.94444444444446","485","12.754180985108821","1752072815186","1"
"2016-10-15T00:00:00.000000000","Others-CCCPS105a","1260","699","1085.888888888889","2009","12.162048559261102","1752072815186","1"
"2016-10-14T00:00:00.000000000","BHMBCCMKT01","231","58","157.83333333333334","577","11.094165222414789","1752072815186","1"
"2016-10-13T00:00:00.000000000","Others-CCCPS8","789","447","671.2222222222222","1322","12.03092956799462","1752072815186","1"
"2016-10-11T00:00:00.000000000","BHMBCCMKT01","176","54","124.94444444444444","577","10.866165992682458","1752072815186","1"
"2016-10-14T00:00:00.000000000","Others-CCCPS8","788","379","662.1666666666666","1322","12.003530005042865","1752072815186","1"
"2016-10-13T00:00:00.000000000","Shopping","1407","608","1200.888888888889","1920","12.501851851851852","1752072815186","1"
"2016-10-12T00:00:00.000000000","BHMBCCTHL01","343","153","294.6666666666667","387","13.045650301464255","1752072815186","1"
"2016-10-11T00:00:00.000000000","Broad Street","625","168","517.8333333333334","690","13.00193236714976","1752072815186","1"
"2016-10-10T00:00:00.000000000","BHMBCCMKT01","191","133","164.75","577","11.1421143847487","1752072815186","1"
"2016-10-14T00:00:00.000000000","Broad Street","614","169","513.9444444444445","690","12.979388083735909","1752072815186","1"
"2016-10-10T00:00:00.000000000","Others-CCCPS119a","444","328","387.75","2803","10.553335711737425","1752072815186","1"
"2016-10-11T00:00:00.000000000","Others-CCCPS202","1244","455","1038.0555555555557","2937","11.413763099156357","1752072815186","1"
"2016-10-11T00:00:00.000000000","Shopping","1335","540","1146.111111111111","1920","12.387731481481481","1752072815186","1"
"2016-10-16T00:00:00.000000000","Others-CCCPS105a","1413","606","1079.888888888889","2009","12.150102317349704","1752072815186","1"
"2016-10-13T00:00:00.000000000","BHMEURBRD01","469","135","385.6111111111111","470","13.281796690307328","1752072815186","1"
"2016-10-05T00:00:00.000000000","BHMMBMMBX01","264","264","264.0","687","11.537117903930131","1752072815186","1"
"2016-10-10T00:00:00.000000000","Others-CCCPS105a","1046","911","985.5","2009","11.962170233947237","1752072815186","1"
"2016-10-10T00:00:00.000000000","BHMMBMMBX01","366","335","357.25","687","12.080058224163027","1752072815186","1"
"2016-10-13T00:00:00.000000000","Others-CCCPS105a","1431","780","1205.8333333333333","2009","12.400862784138045","1752072815186","1"
"2016-10-05T00:00:00.000000000","BHMEURBRD01","117","117","117.0","470","10.995744680851065","1752072815186","1"
"2016-10-15T00:00:00.000000000","Others-CCCPS135a","2689","1070","2274.222222222222","3883","12.342747589206512","1752072815186","1"
"2016-10-14T00:00:00.000000000","Others-CCCPS105a","1376","717","1171.5555555555557","2009","12.33261434655163","1752072815186","1"
"2016-10-13T00:00:00.000000000","Others-CCCPS98","1239","679","1061.2777777777778","3103","11.368066745443478","1752072815186","1"
"2016-10-11T00:00:00.000000000","Others-CCCPS135a","3024","1071","2575.9444444444443","3883","12.653561106818897","1752072815186","1"
"2016-10-10T00:00:00.000000000","Others-CCCPS8","682","576","628.25","1322","11.90090771558245","1752072815186","1"
"2016-10-16T00:00:00.000000000","Others-CCCPS8","927","351","706.4444444444445","1322","12.137502101193478","1752072815186","1"
"2016-10-05T00:00:00.000000000","BHMNCPHST01","237","237","237.0","1200","10.79","1752072815186","1"
"2016-10-05T00:00:00.000000000","BHMBCCMKT01","61","61","61.0","577","10.422876949740035","1752072815186","1"
"2016-10-14T00:00:00.000000000","BHMBCCTHL01","344","120","280.8888888888889","387","12.90324432960092","1752072815186","1"
"2016-10-14T00:00:00.000000000","Others-CCCPS98","1219","656","1043.8333333333333","3103","11.34557954667526","1752072815186","1"
"2016-10-15T00:00:00.000000000","Others-CCCPS202","1204","528","1027.5555555555557","2937","11.39946279272122","1752072815186","1"
"2016-10-16T00:00:00.000000000","Others-CCCPS135a","1509","527","1128.0555555555557","3883","11.162045383008556","1752072815186","1"
"2016-10-13T00:00:00.000000000","Broad Street","676","187","558.5","690","13.23768115942029","1752072815186","1"
"2016-10-13T00:00:00.000000000","Others-CCCPS135a","3141","1222","2694.5555555555557","3883","12.775746129853779","1752072815186","1"
"2016-10-12T00:00:00.000000000","Others-CCCPS119a","559","240","479.8888888888889","2803","10.684821817893527","1752072815186","1"
"2016-10-15T00:00:00.000000000","Others-CCCPS98","1260","692","1076.0555555555557","3103","11.387116410642031","1752072815186","1"
"2016-10-14T00:00:00.000000000","BHMNCPHST01","764","201","629.2777777777778","1200","12.097592592592592","1752072815186","1"
"2016-10-12T00:00:00.000000000","BHMBCCMKT01","225","56","160.22222222222223","577","11.110725977277104","1752072815186","1"
"2016-10-13T00:00:00.000000000","Others-CCCPS202","1359","615","1170.388888888889","2937","11.593992358037301","1752072815186","1"
"2016-10-11T00:00:00.000000000","Others-CCCPS105a","1238","550","1035.1666666666667","2009","12.061058569769372","1752072815186","1"
"2016-10-10T00:00:00.000000000","Others-CCCPS135a","889","676","789.75","3883","10.813546227143961","1752072815186","1"
"2016-10-14T00:00:00.000000000","BHMEURBRD01","440","123","370.6666666666667","470","13.154609929078013","1752072815186","1"
"2016-10-14T00:00:00.000000000","Others-CCCPS202","1312","530","1116.388888888889","2937","11.520447924942307","1752072815186","1"
"2016-10-16T00:00:00.000000000","BHMMBMMBX01","498","255","373.44444444444446","687","12.174349021510594","1752072815186","1"
"2016-10-11T00:00:00.000000000","Others-CCCPS8","689","301","568.9444444444445","1322","11.72146579257018","1752072815186","1"
"2016-10-15T00:00:00.000000000","BHMBCCTHL01","315","95","247.05555555555554","387","12.553545793855871","1752072815186","1"
"2016-10-15T00:00:00.000000000","BHMNCPHST01","671","213","558.8333333333334","1200","11.862777777777778","1752072815186","1"
"2016-10-13T00:00:00.000000000","BHMMBMMBX01","642","333","534.6111111111111","687","13.112728448972991","1752072815186","1"
"2016-10-10T00:00:00.000000000","Others-CCCPS202","696","639","665.75","2937","10.906707524685054","1752072815186","1"
"2016-10-15T00:00:00.000000000","BHMEURBRD01","380","112","316.77777777777777","470","12.69598108747045","1752072815186","1"
"2016-10-16T00:00:00.000000000","Shopping","905","290","662.9444444444445","1920","11.381134259259259","1752072815186","1"
"2016-10-13T00:00:00.000000000","BHMNCPHST01","757","235","624.3888888888889","1200","12.081296296296296","1752072815186","1"
"2016-10-16T00:00:00.000000000","BHMBCCMKT01","442","53","266.72222222222223","577","11.849027537069132","1752072815186","1"
"2016-10-11T00:00:00.000000000","BHMNCPHST01","726","201","599.1111111111111","1200","11.997037037037037","1752072815186","1"
"2016-10-14T00:00:00.000000000","BHMNCPNST01","366","241","321.55555555555554","485","12.652004581901489","1752072815186","1"
"2016-10-17T00:00:00.000000000","Broad Street","267","74","209.27777777777777","690","11.213204508856682","1752072817556","1"
"2016-10-17T00:00:00.000000000","BHMEURBRD01","202","40","148.66666666666666","470","11.265248226950355","1752072817556","1"
"2016-10-17T00:00:00.000000000","BHMBCCTHL01","345","134","301.0","387","13.11111111111111","1752072817556","1"
"2016-10-17T00:00:00.000000000","Shopping","968","297","693.6666666666666","1920","11.445138888888888","1752072817556","1"
"2016-10-17T00:00:00.000000000","Others-CCCPS119a","669","191","496.3888888888889","2803","10.708368018392992","1752072817556","1"
"2016-10-17T00:00:00.000000000","Others-CCCPS135a","1834","547","1285.7777777777778","3883","11.324519987409506","1752072817556","1"
"2016-10-17T00:00:00.000000000","BHMMBMMBX01","640","244","479.27777777777777","687","12.790554746886624","1752072817556","1"
"2016-10-17T00:00:00.000000000","Others-CCCPS98","1279","599","979.0","3103","11.262004511762811","1752072817556","1"
"2016-10-17T00:00:00.000000000","BHMNCPNST01","356","230","304.3333333333333","485","12.509965635738832","1752072817556","1"
"2016-10-17T00:00:00.000000000","Others-CCCPS202","936","506","814.2777777777778","2937","11.108992547194795","1752072817556","1"
"2016-10-17T00:00:00.000000000","Others-CCCPS105a","1449","689","1169.388888888889","2009","12.328300425861402","1752072817556","1"
"2016-10-17T00:00:00.000000000","BHMBCCMKT01","192","48","107.44444444444444","577","10.744848834970153","1752072817556","1"
"2016-10-17T00:00:00.000000000","BHMNCPHST01","305","87","206.66666666666666","1200","10.688888888888888","1752072817556","1"
"2016-10-17T00:00:00.000000000","Others-CCCPS8","809","445","690.1111111111111","1322","12.088082030593377","1752072817556","1"
"2016-10-18T00:00:00.000000000","Others-CCCPS105a","1269","605","1070.0","2009","12.130413140866104","1752072820336","1"
"2016-10-18T00:00:00.000000000","BHMNCPHST01","696","201","570.3888888888889","1200","11.901296296296296","1752072820336","1"
"2016-10-18T00:00:00.000000000","Broad Street","660","171","555.7777777777778","690","13.221900161030597","1752072820336","1"
"2016-10-18T00:00:00.000000000","BHMEURBRD01","451","123","378.44444444444446","470","13.22080378250591","1752072820336","1"
"2016-10-18T00:00:00.000000000","Others-CCCPS119a","600","173","480.6111111111111","2803","10.685852459666231","1752072820336","1"
"2016-10-18T00:00:00.000000000","BHMNCPNST01","345","238","313.72222222222223","485","12.587399770904925","1752072820336","1"
"2016-10-18T00:00:00.000000000","BHMBCCMKT01","161","50","121.38888888888889","577","10.84151742730599","1752072820336","1"
"2016-10-18T00:00:00.000000000","BHMBCCTHL01","291","91","231.27777777777777","387","12.390467987367213","1752072820336","1"
"2016-10-18T00:00:00.000000000","Others-CCCPS8","712","338","596.5","1322","11.804841149773072","1752072820336","1"
"2016-10-18T00:00:00.000000000","Others-CCCPS202","1292","500","1100.7777777777778","2937","11.499186622782128","1752072820336","1"
"2016-10-18T00:00:00.000000000","Others-CCCPS98","1205","587","1036.5555555555557","3103","11.336197944641386","1752072820336","1"
"2016-10-18T00:00:00.000000000","BHMMBMMBX01","557","267","473.5","687","12.756914119359534","1752072820336","1"
"2016-10-18T00:00:00.000000000","Shopping","1292","535","1104.2222222222222","1920","12.300462962962962","1752072820336","1"
"2016-10-18T00:00:00.000000000","Others-CCCPS135a","2949","1021","2486.1111111111113","3883","12.561020974618708","1752072820336","1"
"2016-10-19T00:00:00.000000000","BHMBCCTHL01","340","154","290.5","387","13.002583979328165","1752072823396","1"
"2016-10-19T00:00:00.000000000","Broad Street","685","198","579.2222222222222","690","13.35780998389694","1752072823396","1"
"2016-10-19T00:00:00.000000000","Others-CCCPS119a","688","246","576.6111111111111","2803","10.82284853529948","1752072823396","1"
"2016-10-19T00:00:00.000000000","Others-CCCPS135a","3131","1144","2690.1111111111113","3883","12.771167768334907","1752072823396","1"
"2016-10-19T00:00:00.000000000","Others-CCCPS8","806","466","706.7222222222222","1322","12.138342578584636","1752072823396","1"
"2016-10-19T00:00:00.000000000","Others-CCCPS105a","1414","763","1222.0555555555557","2009","12.433161882639235","1752072823396","1"
"2016-10-19T00:00:00.000000000","BHMMBMMBX01","616","297","515.3333333333334","687","13.000485201358565","1752072823396","1"
"2016-10-19T00:00:00.000000000","BHMEURBRD01","467","138","393.8333333333333","470","13.35177304964539","1752072823396","1"
"2016-10-19T00:00:00.000000000","BHMBCCMKT01","237","57","166.16666666666666","577","11.151935297515887","1752072823396","1"
"2016-10-19T00:00:00.000000000","Others-CCCPS98","1342","684","1162.2222222222222","3103","11.49819171411179","1752072823396","1"
"2016-10-19T00:00:00.000000000","BHMNCPHST01","779","247","611.2222222222222","1200","12.037407407407407","1752072823396","1"
"2016-10-19T00:00:00.000000000","BHMNCPNST01","391","295","360.6666666666667","485","12.974570446735395","1752072823396","1"
"2016-10-19T00:00:00.000000000","Others-CCCPS202","1409","647","1230.7777777777778","2937","11.676238035788598","1752072823396","1"
"2016-10-19T00:00:00.000000000","Shopping","1409","604","1222.111111111111","1920","12.546064814814814","1752072823396","1"
"2016-10-20T00:00:00.000000000","BHMNCPNST01","366","270","331.44444444444446","485","12.73356242840779","1752072826166","1"
"2016-10-20T00:00:00.000000000","Others-CCCPS135a","3098","1201","2624.3888888888887","3883","12.703465247374595","1752072826166","1"
"2016-10-20T00:00:00.000000000","BHMNCPHST01","794","267","661.3888888888889","1200","12.204629629629629","1752072826166","1"
"2016-10-20T00:00:00.000000000","Others-CCCPS98","1445","829","1251.2777777777778","3103","11.612991012282022","1752072826166","1"
"2016-10-20T00:00:00.000000000","BHMBCCTHL01","345","161","298.77777777777777","387","13.088142405971864","1752072826166","1"
"2016-10-20T00:00:00.000000000","Others-CCCPS119a","784","402","683.7777777777778","2803","10.975779918341459","1752072826166","1"
"2016-10-20T00:00:00.000000000","BHMBCCMKT01","181","49","128.16666666666666","577","10.88850375505488","1752072826166","1"
"2016-10-20T00:00:00.000000000","Others-CCCPS202","1372","650","1190.5","2937","11.621382362955396","1752072826166","1"
"2016-10-20T00:00:00.000000000","Shopping","1439","632","1235.111111111111","1920","12.573148148148148","1752072826166","1"
"2016-10-20T00:00:00.000000000","Broad Street","671","219","560.2777777777778","690","13.247987117552334","1752072826166","1"
"2016-10-20T00:00:00.000000000","BHMMBMMBX01","647","318","534.8333333333334","687","13.114022319262494","1752072826166","1"
"2016-10-20T00:00:00.000000000","Others-CCCPS105a","1449","777","1232.2222222222222","2009","12.453404125877993","1752072826166","1"
"2016-10-20T00:00:00.000000000","Others-CCCPS8","810","459","697.3888888888889","1322","12.110102538241721","1752072826166","1"
"2016-10-20T00:00:00.000000000","BHMEURBRD01","465","158","393.44444444444446","470","13.348463356973996","1752072826166","1"
"2016-10-23T00:00:00.000000000","Broad Street","204","62","148.27777777777777","690","10.859581320450886","1752072828896","1"
"2016-10-23T00:00:00.000000000","BHMBCCMKT01","430","57","262.05555555555554","577","11.816676295012517","1752072828896","1"
"2016-10-23T00:00:00.000000000","Others-CCCPS202","880","349","657.4444444444445","2937","10.895395906631862","1752072828896","1"
"2016-10-23T00:00:00.000000000","BHMMBMMBX01","516","251","398.6666666666667","687","12.321203299369238","1752072828896","1"
"2016-10-23T00:00:00.000000000","BHMNCPHST01","441","89","302.94444444444446","1200","11.009814814814815","1752072828896","1"
"2016-10-23T00:00:00.000000000","Others-CCCPS8","851","293","610.7222222222222","1322","11.84787359220037","1752072828896","1"
"2016-10-23T00:00:00.000000000","BHMEURBRD01","156","34","107.05555555555556","470","10.911111111111111","1752072828896","1"
"2016-10-23T00:00:00.000000000","Others-CCCPS98","1077","504","822.5555555555555","3103","11.06033587567587","1752072828896","1"
"2016-10-23T00:00:00.000000000","Others-CCCPS135a","1362","472","1039.3333333333333","3883","11.070649841188084","1752072828896","1"
"2016-10-23T00:00:00.000000000","BHMNCPNST01","350","235","279.05555555555554","485","12.301489117983962","1752072828896","1"
"2016-10-23T00:00:00.000000000","BHMBCCTHL01","344","52","230.22222222222223","387","12.37955785242607","1752072828896","1"
"2016-10-23T00:00:00.000000000","Others-CCCPS105a","1363","544","1009.3888888888889","2009","12.00973397489077","1752072828896","1"
"2016-10-23T00:00:00.000000000","Shopping","807","270","604.2222222222222","1920","11.258796296296296","1752072828896","1"
"2016-10-23T00:00:00.000000000","Others-CCCPS119a","570","70","375.05555555555554","2803","10.535220200578745","1752072828896","1"
"2016-10-24T00:00:00.000000000","Others-CCCPS8","857","351","613.9444444444445","1322","11.857623129937805","1752072831666","1"
"2016-10-24T00:00:00.000000000","BHMNCPNST01","324","232","277.0","485","12.284536082474226","1752072831666","1"
"2016-10-24T00:00:00.000000000","Others-CCCPS135a","937","519","754.8333333333334","3883","10.777577474461328","1752072831666","1"
"2016-10-24T00:00:00.000000000","Others-CCCPS202","827","412","639.4444444444445","2937","10.870881095600197","1752072831666","1"
"2016-10-24T00:00:00.000000000","Others-CCCPS98","970","578","753.6666666666666","3103","10.971532925126223","1752072831666","1"
"2016-10-24T00:00:00.000000000","Others-CCCPS105a","1360","639","977.7222222222222","2009","11.946684364802831","1752072831666","1"
"2016-10-24T00:00:00.000000000","Shopping","540","297","434.6666666666667","1920","10.905555555555555","1752072831666","1"
"2016-10-24T00:00:00.000000000","BHMNCPHST01","280","105","205.33333333333334","1200","10.684444444444445","1752072831666","1"
"2016-10-24T00:00:00.000000000","BHMEURBRD01","141","40","89.33333333333333","470","10.760283687943263","1752072831666","1"
"2016-10-24T00:00:00.000000000","BHMBCCTHL01","345","67","247.05555555555554","387","12.553545793855871","1752072831666","1"
"2016-10-24T00:00:00.000000000","BHMMBMMBX01","503","287","363.77777777777777","687","12.118065663917193","1752072831666","1"
"2016-10-24T00:00:00.000000000","Broad Street","171","67","115.44444444444444","690","10.669243156199677","1752072831666","1"
"2016-10-24T00:00:00.000000000","BHMBCCMKT01","226","47","129.83333333333334","577","10.900057770075101","1752072831666","1"
"2016-10-24T00:00:00.000000000","Others-CCCPS119a","540","80","360.0","2803","10.513735283624687","1752072831666","1"
"2016-10-25T00:00:00.000000000","BHMEURBRD01","429","126","361.22222222222223","470","13.074231678486997","1752072834416","1"
"2016-10-25T00:00:00.000000000","Others-CCCPS119a","581","117","422.27777777777777","2803","10.602608316486304","1752072834416","1"
"2016-10-25T00:00:00.000000000","Others-CCCPS105a","1211","572","1008.6666666666666","2009","12.00829600132736","1752072834416","1"
"2016-10-25T00:00:00.000000000","Others-CCCPS135a","2651","1006","2304.222222222222","3883","12.373651529458895","1752072834416","1"
"2016-10-25T00:00:00.000000000","BHMMBMMBX01","512","271","440.1666666666667","687","12.562833575934013","1752072834416","1"
"2016-10-25T00:00:00.000000000","BHMBCCMKT01","219","47","151.05555555555554","577","11.047178894665896","1752072834416","1"
"2016-10-25T00:00:00.000000000","BHMNCPNST01","334","237","303.55555555555554","485","12.503550973654066","1752072834416","1"
"2016-10-25T00:00:00.000000000","Broad Street","627","177","530.8888888888889","690","13.077616747181965","1752072834416","1"
"2016-10-25T00:00:00.000000000","Others-CCCPS202","1256","466","1050.888888888889","2937","11.43124125146597","1752072834416","1"
"2016-10-25T00:00:00.000000000","Others-CCCPS98","1113","573","949.5555555555555","3103","11.224048411931106","1752072834416","1"
"2016-10-25T00:00:00.000000000","BHMNCPHST01","703","222","576.3333333333334","1200","11.921111111111111","1752072834416","1"
"2016-10-25T00:00:00.000000000","Shopping","1252","563","1090.3333333333333","1920","12.271527777777777","1752072834416","1"
"2016-10-25T00:00:00.000000000","BHMBCCTHL01","310","52","216.44444444444446","387","12.237151880562733","1752072834416","1"
"2016-10-25T00:00:00.000000000","Others-CCCPS8","706","301","568.5","1322","11.720121028744327","1752072834416","1"
"2016-10-26T00:00:00.000000000","BHMEURBRD01","470","142","397.8888888888889","470","13.38628841607565","1752072837148","1"
"2016-10-26T00:00:00.000000000","Others-CCCPS119a","680","188","533.6111111111111","2803","10.761485709755421","1752072837148","1"
"2016-10-26T00:00:00.000000000","Broad Street","689","196","574.5555555555555","690","13.330756843800323","1752072837148","1"
"2016-10-26T00:00:00.000000000","Others-CCCPS8","808","400","677.2222222222222","1322","12.049083879643637","1752072837148","1"
"2016-10-26T00:00:00.000000000","BHMBCCTHL01","346","118","270.1111111111111","387","12.791846109675568","1752072837148","1"
"2016-10-26T00:00:00.000000000","BHMNCPNST01","378","271","346.8333333333333","485","12.860481099656358","1752072837148","1"
"2016-10-26T00:00:00.000000000","Others-CCCPS98","1293","618","1095.7777777777778","3103","11.412539836001002","1752072837148","1"
"2016-10-26T00:00:00.000000000","Others-CCCPS135a","2788","1019","2373.8888888888887","3883","12.445417346267204","1752072837148","1"
"2016-10-26T00:00:00.000000000","BHMMBMMBX01","583","277","485.44444444444446","687","12.826459647420346","1752072837148","1"
"2016-10-26T00:00:00.000000000","BHMBCCMKT01","365","54","232.05555555555554","577","11.608704024648565","1752072837148","1"
"2016-10-26T00:00:00.000000000","Shopping","1244","547","1073.5555555555557","1920","12.236574074074074","1752072837148","1"
"2016-10-26T00:00:00.000000000","BHMNCPHST01","676","207","555.6111111111111","1200","11.852037037037038","1752072837148","1"
"2016-10-26T00:00:00.000000000","Others-CCCPS202","1400","585","1191.5","2937","11.622744296901601","1752072837148","1"
"2016-10-26T00:00:00.000000000","Others-CCCPS105a","1390","677","1162.6666666666667","2009","12.314916210386594","1752072837148","1"
"2016-10-27T00:00:00.000000000","Others-CCCPS202","1394","564","1185.611111111111","2937","11.614724019218402","1752072839866","1"
"2016-10-27T00:00:00.000000000","Others-CCCPS8","826","394","694.1111111111111","1322","12.100184905026055","1752072839866","1"
"2016-10-27T00:00:00.000000000","Others-CCCPS119a","1148","192","716.7777777777778","2803","11.02287231934039","1752072839866","1"
"2016-10-27T00:00:00.000000000","Broad Street","677","184","561.9444444444445","690","13.257648953301128","1752072839866","1"
"2016-10-27T00:00:00.000000000","BHMNCPHST01","689","216","565.0555555555555","1200","11.883518518518517","1752072839866","1"
"2016-10-27T00:00:00.000000000","BHMBCCMKT01","267","56","174.27777777777777","577","11.208164837280956","1752072839866","1"
"2016-10-27T00:00:00.000000000","Others-CCCPS135a","2752","1053","2374.3333333333335","3883","12.445875182419092","1752072839866","1"
"2016-10-27T00:00:00.000000000","Others-CCCPS98","1773","635","1279.8333333333333","3103","11.649801267590504","1752072839866","1"
"2016-10-27T00:00:00.000000000","BHMMBMMBX01","614","305","516.0","687","13.004366812227074","1752072839866","1"
"2016-10-27T00:00:00.000000000","Others-CCCPS105a","1438","699","1210.111111111111","2009","12.409380012167468","1752072839866","1"
"2016-10-27T00:00:00.000000000","BHMBCCTHL01","345","121","288.3888888888889","387","12.980763709445881","1752072839866","1"
"2016-10-27T00:00:00.000000000","BHMNCPNST01","371","259","335.44444444444446","485","12.76655211912944","1752072839866","1"
"2016-10-27T00:00:00.000000000","Shopping","1268","559","1094.388888888889","1920","12.279976851851853","1752072839866","1"
"2016-10-27T00:00:00.000000000","BHMEURBRD01","465","137","386.22222222222223","470","13.286997635933806","1752072839866","1"
"2016-10-28T00:00:00.000000000","Others-CCCPS202","1385","561","1155.6666666666667","2937","11.573941663829304","1752072842586","1"
"2016-10-28T00:00:00.000000000","Others-CCCPS98","1911","715","1556.5","3103","12.00644537544312","1752072842586","1"
"2016-10-28T00:00:00.000000000","Others-CCCPS119a","1252","135","918.2777777777778","2803","11.310421373924763","1752072842586","1"
